AMENITYID,ASSETID,BATHNUMBER,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,CADASTRALQUALITYID,CADCONSTRUCTIONYEAR,CADDWELLINGCOUNT,CADMAXBUILDINGFLOOR,CONSTRUCTEDAREA,CONSTRUCTIONYEAR,DISTANCE_TO_CASTELLANA,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,FLATLOCATIONID,FLOORCLEAN,HASAIRCONDITIONING,HASBOXROOM,HASDOORMAN,HASEASTORIENTATION,HASGARDEN,HASLIFT,HASNORTHORIENTATION,HASPARKINGSPACE,HASSOUTHORIENTATION,HASSWIMMINGPOOL,HASTERRACE,HASWARDROBE,HASWESTORIENTATION,ISDUPLEX,ISINTOPFLOOR,ISPARKINGSPACEINCLUDEDINPRICE,ISSTUDIO,LATITUDE,LONGITUDE,PARKINGSPACEPRICE,PERIOD,PRICE,ROOMNUMBER,UNITPRICE,geometry,region
3,A16548145575479634606,1,0,1,0,6,1960,17,4,83,null,7.9383,9.6684,0.9296,1,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,40.4453,-3.5961,1,201803,156000,3,1879.5181,"{""coordinates"":[-3.5961,40.4453],""type"":""Point""}",Madrid
2,A1101428167135076190,1,0,0,1,3,2009,107,6,75,null,9.5689,11.1876,1.9382,1,2,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,40.4425,-3.5762,1,201803,241000,1,3213.3333,"{""coordinates"":[-3.5762,40.4425],""type"":""Point""}",Madrid
3,A3489528396293170622,1,0,0,1,5,2006,4,3,45,null,9.5939,11.308,1.4173,1,2,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,40.448,-3.5769,1,201803,135000,1,3000,"{""coordinates"":[-3.5769,40.448],""type"":""Point""}",Madrid
3,A4246638555259694487,2,0,0,1,3,2005,107,6,95,2005,9.4991,11.1109,1.9249,1,5,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,40.442,-3.577,1,201803,288000,2,3031.5789,"{""coordinates"":[-3.577,40.442],""type"":""Point""}",Madrid
3,A14538830599454446622,2,0,0,1,3,2005,184,7,100,null,9.4199,11.0566,1.7631,1,4,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,40.4433,-3.5781,1,201803,289000,2,2890,"{""coordinates"":[-3.5781,40.4433],""type"":""Point""}",Madrid
3,A4309182055487596645,1,0,0,1,3,2009,107,6,75,null,9.5053,11.114,1.9436,1,2,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,40.4418,-3.5769,1,201803,243000,1,3240,"{""coordinates"":[-3.5769,40.4418],""type"":""Point""}",Madrid
3,A13355144644371095539,1,0,0,1,6,1960,21,4,98,null,7.9245,9.6415,1.004,1,null,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40.4446,-3.5961,1,201803,201000,3,2051.0204,"{""coordinates"":[-3.5961,40.4446],""type"":""Point""}",Madrid
3,A12935257146050206183,1,0,0,1,4,2005,152,7,50,2005,9.5951,11.2019,2.0092,1,3,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,40.4419,-3.5758,1,201803,211000,1,4220,"{""coordinates"":[-3.5758,40.4419],""type"":""Point""}",Madrid
3,A10460709099792143840,1,0,0,1,4,2006,81,7,50,null,9.0581,10.7237,1.4179,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,40.4442,-3.5825,1,201803,108000,1,2160,"{""coordinates"":[-3.5825,40.4442],""type"":""Point""}",Madrid
3,A2929324610078396378,2,1,0,0,3,2015,105,7,152,null,9.7774,11.4403,1.7862,1,2,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,40.4454,-3.5742,1,201803,442000,3,2907.8947,"{""coordinates"":[-3.5742,40.4454],""type"":""Point""}",Madrid
3,A1838297027337227384,2,1,0,0,3,2015,105,7,152,null,9.7784,11.44,1.7937,1,3,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,40.4453,-3.5742,1,201803,448000,3,2947.3684,"{""coordinates"":[-3.5742,40.4453],""type"":""Point""}",Madrid
3,A6682382963273880150,2,0,0,1,3,2005,57,7,100,2005,8.2282,9.9341,0.9872,1,2,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,40.4447,-3.5925,1,201803,384000,2,3840,"{""coordinates"":[-3.5925,40.4447],""type"":""Point""}",Madrid
3,A4103198194553894490,1,0,0,1,4,2006,81,7,46,2006,9.141,10.8032,1.4791,1,3,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,40.4442,-3.5816,1,201803,159000,1,3456.5217,"{""coordinates"":[-3.5816,40.4442],""type"":""Point""}",Madrid
3,A12469882152217671511,1,0,0,1,4,2006,81,7,49,null,9.1144,10.7848,1.4254,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,40.4446,-3.5819,1,201803,148000,1,3020.4082,"{""coordinates"":[-3.5819,40.4446],""type"":""Point""}",Madrid
3,A9666552090320498883,1,0,0,1,4,2002,107,5,130,null,8.2843,10.0185,0.8195,1,4,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,40.4462,-3.5922,1,201803,344000,2,2646.1538,"{""coordinates"":[-3.5922,40.4462],""type"":""Point""}",Madrid
3,A4888674554692561367,2,0,0,1,4,2002,107,5,162,null,8.2209,9.9342,0.9458,1,4,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,40.445,-3.5927,1,201803,503000,3,3104.9383,"{""coordinates"":[-3.5927,40.445],""type"":""Point""}",Madrid
3,A7965598490497286262,1,0,0,1,4,2004,152,7,55,null,9.5825,11.1812,2.038,1,3,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,40.4414,-3.5759,1,201803,218000,1,3963.6364,"{""coordinates"":[-3.5759,40.4414],""type"":""Point""}",Madrid
3,A10866908130249375124,2,0,0,1,3,2004,133,6,123,2004,8.6384,10.3006,1.2697,null,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4432,-3.5874,1,201803,374000,3,3040.6504,"{""coordinates"":[-3.5874,40.4432],""type"":""Point""}",Madrid
3,A3348430023018840909,2,1,0,0,3,2015,105,7,157,null,9.7051,11.3586,1.8063,1,3,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,40.4447,-3.5749,1,201803,437000,3,2783.4395,"{""coordinates"":[-3.5749,40.4447],""type"":""Point""}",Madrid
3,A7175572713223434179,1,0,0,1,6,1960,17,4,96,null,7.8817,9.6149,0.9387,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.4453,-3.5968,1,201803,196000,3,2041.6667,"{""coordinates"":[-3.5968,40.4453],""type"":""Point""}",Madrid
3,A15325576245646244179,1,0,0,1,7,1961,7,3,62,null,9.1486,10.9039,1.0368,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,40.4493,-3.5825,1,201803,156000,1,2516.129,"{""coordinates"":[-3.5825,40.4493],""type"":""Point""}",Madrid
3,A11298980957513668872,2,0,0,1,5,2007,4,3,63,2007,9.6521,11.3718,1.4124,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,40.4484,-3.5763,1,201803,196000,2,3111.1111,"{""coordinates"":[-3.5763,40.4484],""type"":""Point""}",Madrid
3,A15143017042913248664,1,0,0,1,6,1965,9,4,80,null,6.7417,8.4585,0.6423,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4421,-3.6097,1,201803,144000,3,1800,"{""coordinates"":[-3.6097,40.4421],""type"":""Point""}",Madrid
3,A7853165232355997690,1,0,1,0,6,1972,21,4,91,null,6.5672,8.3065,0.4462,1,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,40.4427,-3.6119,1,201803,117000,3,1285.7143,"{""coordinates"":[-3.6119,40.4427],""type"":""Point""}",Madrid
3,A5940431771015640998,1,0,0,1,6,1965,8,4,156,1965,6.4449,8.1199,0.5634,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,40.4397,-3.6129,1,201803,277000,2,1775.641,"{""coordinates"":[-3.6129,40.4397],""type"":""Point""}",Madrid
3,A2356271537008417157,1,0,1,0,6,1965,15,5,68,1965,6.7299,8.2997,0.3424,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,40.4359,-3.6092,1,201803,136000,3,2000,"{""coordinates"":[-3.6092,40.4359],""type"":""Point""}",Madrid
3,A10116014459050357366,1,0,1,0,6,1960,20,5,50,null,7.0122,8.8364,0.2249,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4474,-3.6077,1,201803,122000,2,2440,"{""coordinates"":[-3.6077,40.4474],""type"":""Point""}",Madrid
3,A12199832857512054730,1,0,0,1,6,1970,20,4,54,1970,6.5459,8.2628,0.4825,1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,40.4417,-3.612,1,201803,146000,3,2703.7037,"{""coordinates"":[-3.612,40.4417],""type"":""Point""}",Madrid
3,A3441342155170358689,1,0,0,1,4,1975,16,5,70,null,6.671,8.2695,0.4782,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,40.437,-3.61,1,201803,176000,2,2514.2857,"{""coordinates"":[-3.61,40.437],""type"":""Point""}",Madrid
3,A13654334095545509079,1,0,0,1,6,1940,27,4,65,1940,6.6854,8.4956,0.4659,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.446,-3.6112,1,201803,126000,2,1938.4615,"{""coordinates"":[-3.6112,40.446],""type"":""Point""}",Madrid
3,A3946948644203486951,3,0,0,1,6,1970,21,5,210,1970,7.0058,8.8011,0.3727,1,3,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,40.4461,-3.6074,1,201803,901000,5,4290.4762,"{""coordinates"":[-3.6074,40.4461],""type"":""Point""}",Madrid
3,A11074385610085729406,1,0,1,0,7,1955,5,2,85,null,7.1176,8.9843,0.1389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4489,-3.6067,1,201803,149000,3,1752.9412,"{""coordinates"":[-3.6067,40.4489],""type"":""Point""}",Madrid
3,A11107606151304271850,1,0,0,1,6,1955,13,4,82,null,6.878,8.6614,0.4636,null,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4453,-3.6088,1,201803,113000,3,1378.0488,"{""coordinates"":[-3.6088,40.4453],""type"":""Point""}",Madrid
3,A13429310215917860547,1,0,1,0,5,1996,3,3,81,null,6.3993,8.1691,0.2448,1,2,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,40.4436,-3.6141,1,201803,183000,3,2259.2593,"{""coordinates"":[-3.6141,40.4436],""type"":""Point""}",Madrid
3,A3480879297214244897,1,0,0,1,6,1955,13,4,82,null,6.9264,8.724,0.3786,null,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.446,-3.6084,1,201803,127000,3,1548.7805,"{""coordinates"":[-3.6084,40.446],""type"":""Point""}",Madrid
3,A12171592827201178013,2,0,0,1,5,1979,42,10,75,null,6.5845,8.2804,0.5706,null,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,40.4409,-3.6114,1,201803,149000,2,1986.6667,"{""coordinates"":[-3.6114,40.4409],""type"":""Point""}",Madrid
3,A3251463390340349052,1,0,1,0,5,1970,21,5,84,1970,6.6606,8.5007,0.4006,1,2,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,40.4472,-3.6119,1,201803,178000,3,2119.0476,"{""coordinates"":[-3.6119,40.4472],""type"":""Point""}",Madrid
3,A1937140700865880266,1,0,0,1,6,1970,11,5,69,null,6.6338,8.421,0.4738,null,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4448,-3.6116,1,201803,133000,3,1927.5362,"{""coordinates"":[-3.6116,40.4448],""type"":""Point""}",Madrid
3,A14187374074208416725,1,0,0,1,6,1955,13,4,90,null,6.9627,8.7558,0.3906,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.4459,-3.6079,1,201803,185000,3,2055.5556,"{""coordinates"":[-3.6079,40.4459],""type"":""Point""}",Madrid
2,A10936551442487951417,1,0,0,1,6,1972,9,4,75,1972,7.0122,8.6684,0.7947,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.44,-3.6062,1,201803,128000,3,1706.6667,"{""coordinates"":[-3.6062,40.44],""type"":""Point""}",Madrid
2,A3543643067571499382,1,0,0,1,6,1955,12,4,84,null,7.0321,8.8088,0.4632,1,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,40.4454,-3.6069,1,201803,175000,3,2083.3333,"{""coordinates"":[-3.6069,40.4454],""type"":""Point""}",Madrid
3,A4261917164599550853,2,0,0,1,5,1980,30,6,104,1980,6.9647,8.8423,0.0619,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,40.4489,-3.6085,1,201803,223000,3,2144.2308,"{""coordinates"":[-3.6085,40.4489],""type"":""Point""}",Madrid
3,A14162261671486641527,1,0,1,0,5,1979,42,10,75,null,6.7102,8.3542,0.6799,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.4389,-3.6097,1,201803,123000,3,1640,"{""coordinates"":[-3.6097,40.4389],""type"":""Point""}",Madrid
3,A11360120937587980881,1,0,0,1,6,1969,21,5,75,1969,6.8477,8.4489,0.4874,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40.4374,-3.6079,1,201803,171000,3,2280,"{""coordinates"":[-3.6079,40.4374],""type"":""Point""}",Madrid
3,A2599853250749031820,1,0,0,1,5,1976,12,5,75,null,6.6706,8.3028,0.6286,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4384,-3.6101,1,201803,123000,3,1640,"{""coordinates"":[-3.6101,40.4384],""type"":""Point""}",Madrid
3,A14254829340509438339,4,0,0,1,3,2018,6,4,461,2018,6.1639,8.0785,0.5132,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4483,-3.618,1,201803,971000,5,2106.2907,"{""coordinates"":[-3.618,40.4483],""type"":""Point""}",Madrid
3,A17403150596556782015,1,0,0,1,6,1965,68,5,52,null,6.7336,8.5007,0.5727,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.4442,-3.6103,1,201803,129000,2,2480.7692,"{""coordinates"":[-3.6103,40.4442],""type"":""Point""}",Madrid
3,A5666493638103496641,1,0,1,0,6,1960,20,5,69,1960,7.0215,8.8406,0.2501,1,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,40.4472,-3.6075,1,201803,119000,3,1724.6377,"{""coordinates"":[-3.6075,40.4472],""type"":""Point""}",Madrid
3,A1443131246045819357,1,0,0,1,6,1960,7,3,67,1960,6.4702,8.1449,0.5759,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4398,-3.6126,1,201803,143000,3,2134.3284,"{""coordinates"":[-3.6126,40.4398],""type"":""Point""}",Madrid
3,A307832718374833883,1,0,0,1,6,1965,9,4,73,null,6.4804,8.1647,0.546,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4402,-3.6126,1,201803,154000,2,2109.589,"{""coordinates"":[-3.6126,40.4402],""type"":""Point""}",Madrid
3,A5843912224983853299,2,0,0,1,4,1976,16,5,90,1976,6.6048,8.1997,0.4814,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,40.4367,-3.6107,1,201803,192000,4,2133.3333,"{""coordinates"":[-3.6107,40.4367],""type"":""Point""}",Madrid
3,A14262900797170975826,1,0,1,0,6,1971,17,4,71,null,6.5343,8.3099,0.3727,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.4441,-3.6126,1,201803,118000,2,1661.9718,"{""coordinates"":[-3.6126,40.4441],""type"":""Point""}",Madrid
3,A5425018662564430659,1,0,0,1,5,1976,10,4,74,null,6.443,8.0197,0.5042,null,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40.4358,-3.6126,1,201803,140000,3,1891.8919,"{""coordinates"":[-3.6126,40.4358],""type"":""Point""}",Madrid
3,A8195194177542272579,1,0,0,1,6,1965,16,5,90,null,6.7071,8.2855,0.3834,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,40.4362,-3.6095,1,201803,164000,3,1822.2222,"{""coordinates"":[-3.6095,40.4362],""type"":""Point""}",Madrid
3,A235681592758296778,1,0,0,1,5,1979,9,4,92,null,6.6663,8.3352,0.7089,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4399,-3.6103,1,201803,125000,3,1358.6957,"{""coordinates"":[-3.6103,40.4399],""type"":""Point""}",Madrid
3,A8411990426605732515,1,0,0,1,5,1981,9,4,80,null,6.7899,8.4896,0.7192,null,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.4414,-3.6091,1,201803,128000,3,1600,"{""coordinates"":[-3.6091,40.4414],""type"":""Point""}",Madrid
3,A3777988212317999709,1,0,0,1,6,1970,57,5,87,1970,6.7705,8.3597,0.4251,1,4,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,40.4367,-3.6088,1,201803,184000,4,2114.9425,"{""coordinates"":[-3.6088,40.4367],""type"":""Point""}",Madrid
3,A3795406065995934348,1,0,0,1,6,1970,9,4,70,null,6.6267,8.4473,0.4815,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.4462,-3.612,1,201803,209000,3,2985.7143,"{""coordinates"":[-3.612,40.4462],""type"":""Point""}",Madrid
3,A16972703900487415353,1,0,1,0,6,1960,9,4,60,null,6.9738,8.835,0.0905,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.4486,-3.6084,1,201803,101000,2,1683.3333,"{""coordinates"":[-3.6084,40.4486],""type"":""Point""}",Madrid
3,A2919761846172947398,1,0,0,1,8,1965,16,5,84,null,7.0282,8.7924,0.5252,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,40.4448,-3.6069,1,201803,171000,3,2035.7143,"{""coordinates"":[-3.6069,40.4448],""type"":""Point""}",Madrid
3,A9744504052760390620,1,0,0,1,7,1974,5,5,82,null,7.0465,8.8717,0.2181,1,3,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,40.4476,-3.6073,1,201803,176000,3,2146.3415,"{""coordinates"":[-3.6073,40.4476],""type"":""Point""}",Madrid
3,A323252175372045212,1,0,1,0,5,1978,20,7,95,1978,6.8613,8.496,0.6479,1,4,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,40.4388,-3.6079,1,201803,150000,3,1578.9474,"{""coordinates"":[-3.6079,40.4388],""type"":""Point""}",Madrid
3,A16888180884311237775,1,0,1,0,7,1955,7,2,85,null,7.0689,8.9393,0.0957,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4489,-3.6072,1,201803,127000,3,1494.1176,"{""coordinates"":[-3.6072,40.4489],""type"":""Point""}",Madrid
3,A6637658342169617434,2,0,0,1,4,1976,16,5,90,1976,6.595,8.1909,0.489,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,40.4368,-3.6108,1,201803,199000,4,2211.1111,"{""coordinates"":[-3.6108,40.4368],""type"":""Point""}",Madrid
3,A14434831313003280394,2,0,0,1,3,2006,47,6,80,2006,6.9169,8.6283,0.804,1,3,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,40.4422,-3.6077,1,201803,284000,2,3550,"{""coordinates"":[-3.6077,40.4422],""type"":""Point""}",Madrid
3,A57846908732237517,2,0,0,1,4,2013,205,6,172,null,4.5097,6.5469,1.0147,1,4,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,40.4472,-3.6378,1,201803,407000,3,2366.2791,"{""coordinates"":[-3.6378,40.4472],""type"":""Point""}",Madrid
3,A7089787623785252430,1,0,1,0,5,1960,21,6,82,1960,4.6277,6.3799,0.3323,1,3,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,40.4387,-3.6344,1,201803,217000,3,2646.3415,"{""coordinates"":[-3.6344,40.4387],""type"":""Point""}",Madrid
3,A696300209277308406,2,0,0,1,4,1999,4,3,180,null,4.5736,6.4961,0.7016,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,40.4442,-3.6362,1,201803,486000,3,2700,"{""coordinates"":[-3.6362,40.4442],""type"":""Point""}",Madrid
3,A9238781250522999352,2,0,1,0,4,1974,24,5,100,1974,4.6528,6.4259,0.374,1,4,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,40.4395,-3.6342,1,201803,248000,3,2480,"{""coordinates"":[-3.6342,40.4395],""type"":""Point""}",Madrid
1,A10582570457089595065,1,0,1,0,4,1970,83,5,83,1970,4.5692,6.4551,0.5761,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.4429,-3.6359,1,201803,240000,3,2891.5663,"{""coordinates"":[-3.6359,40.4429],""type"":""Point""}",Madrid
3,A17891267051416821024,3,0,0,1,4,1990,30,5,160,null,5.0026,6.9499,0.752,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,40.4465,-3.6318,1,201803,766000,4,4787.5,"{""coordinates"":[-3.6318,40.4465],""type"":""Point""}",Madrid
3,A12339315130943753948,1,0,0,1,3,2004,25,6,56,2004,4.6709,6.4664,0.4232,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4402,-3.6341,1,201803,187000,1,3339.2857,"{""coordinates"":[-3.6341,40.4402],""type"":""Point""}",Madrid
3,A18441792032078294037,2,0,0,1,3,1989,81,5,174,null,4.9923,6.9714,0.8381,1,4,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,40.4472,-3.632,1,201803,707000,3,4063.2184,"{""coordinates"":[-3.632,40.4472],""type"":""Point""}",Madrid
3,A17659572115041899237,2,0,0,1,3,1990,32,5,150,1990,5.0654,6.9998,0.6874,1,2,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,40.4462,-3.6309,1,201803,582000,3,3880,"{""coordinates"":[-3.6309,40.4462],""type"":""Point""}",Madrid
3,A12996902604011589531,2,0,0,1,2,1990,56,5,116,1990,5.2783,7.1952,0.6118,1,5,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,40.4462,-3.6283,1,201803,556000,2,4793.1034,"{""coordinates"":[-3.6283,40.4462],""type"":""Point""}",Madrid
3,A12967446081518763409,3,0,1,0,3,1968,81,5,236,1968,4.9262,7.0552,1.0701,1,3,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,40.4494,-3.6326,1,201803,849000,4,3597.4576,"{""coordinates"":[-3.6326,40.4494],""type"":""Point""}",Madrid
3,A5944721928373494556,3,0,0,1,3,1990,32,5,166,null,4.9813,6.9295,0.7604,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,40.4464,-3.632,1,201803,626000,3,3771.0843,"{""coordinates"":[-3.632,40.4464],""type"":""Point""}",Madrid
3,A15805144472699263287,2,0,1,0,4,1970,39,5,110,null,4.4511,6.3385,0.5157,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,40.4426,-3.6373,1,201803,303000,4,2754.5455,"{""coordinates"":[-3.6373,40.4426],""type"":""Point""}",Madrid
3,A137074431856272159,2,0,0,1,3,2002,28,5,122,2002,3.8383,6.0396,1.1254,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,40.448,-3.6456,1,201803,458000,3,3754.0984,"{""coordinates"":[-3.6456,40.448],""type"":""Point""}",Madrid
3,A7508050440527280500,1,0,0,1,5,1970,15,5,57,null,4.5868,6.3588,0.3072,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.4393,-3.6349,1,201803,168000,2,2947.3684,"{""coordinates"":[-3.6349,40.4393],""type"":""Point""}",Madrid
3,A4729718373012089583,2,0,0,1,2,1990,56,5,200,1990,5.2472,7.1598,0.589,1,5,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,40.446,-3.6286,1,201803,911000,2,4555,"{""coordinates"":[-3.6286,40.446],""type"":""Point""}",Madrid
3,A15868208619125576255,2,0,0,1,6,1970,17,6,141,null,4.6988,6.4604,0.4096,1,4,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,40.4392,-3.6336,1,201803,381000,3,2702.1277,"{""coordinates"":[-3.6336,40.4392],""type"":""Point""}",Madrid
3,A7249773406558380221,1,0,0,1,5,1971,148,6,74,1971,5.1459,6.9498,0.1889,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4418,-3.6287,1,201803,201000,3,2716.2162,"{""coordinates"":[-3.6287,40.4418],""type"":""Point""}",Madrid
3,A13119447202431737840,2,0,0,1,8,1970,5,8,72,null,4.9556,6.7196,0.3382,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4399,-3.6306,1,201803,206000,3,2861.1111,"{""coordinates"":[-3.6306,40.4399],""type"":""Point""}",Madrid
3,A9162960651452627577,1,0,0,1,5,2004,15,5,50,2004,4.6533,6.4253,0.3732,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40.4394,-3.6342,1,201803,190000,1,3800,"{""coordinates"":[-3.6342,40.4394],""type"":""Point""}",Madrid
3,A11856783129193905985,2,0,0,1,4,1975,17,4,110,null,8.4153,10.3395,0.3193,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,40.4519,-3.5909,1,201803,257000,3,2336.3636,"{""coordinates"":[-3.5909,40.4519],""type"":""Point""}",Madrid
3,A14960915131296840760,2,0,0,1,4,1974,16,5,98,1974,8.5678,10.7111,0.215,1,8,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,40.456,-3.5885,1,201803,256000,3,2612.2449,"{""coordinates"":[-3.5885,40.456],""type"":""Point""}",Madrid
3,A8311914287405903203,2,0,0,1,4,1976,136,5,121,1976,8.5214,10.4707,0.3933,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,40.4525,-3.5896,1,201803,225000,4,1859.5041,"{""coordinates"":[-3.5896,40.4525],""type"":""Point""}",Madrid
3,A5525239263800263092,2,0,0,1,4,1977,45,4,107,null,8.4009,10.2703,0.3852,1,2,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,40.4508,-3.5912,1,201803,318000,3,2971.9626,"{""coordinates"":[-3.5912,40.4508],""type"":""Point""}",Madrid
3,A5167371303282645117,2,0,0,1,5,1969,16,5,90,1969,8.501,10.5301,0.3762,1,2,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,40.454,-3.5896,1,201803,283000,3,3144.4444,"{""coordinates"":[-3.5896,40.454],""type"":""Point""}",Madrid
3,A3191917284094809866,2,0,0,1,4,1976,16,5,134,1976,8.5058,10.6548,0.243,1,5,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,40.456,-3.5892,1,201803,427000,4,3186.5672,"{""coordinates"":[-3.5892,40.456],""type"":""Point""}",Madrid
