LOCATIONID,LOCATIONNAME,WKT,ZONELEVELID,city
0-EU-ES-08-13-001-019-08-003,La Trinitat Nova,"{""coordinates"":[[[[2.1904,41.4552],[2.1887,41.4561],[2.187,41.4555],[2.1853,41.4548],[2.1845,41.4545],[2.1841,41.4537],[2.1832,41.453],[2.1832,41.4525],[2.1816,41.4512],[2.1804,41.4503],[2.1801,41.4496],[2.1796,41.448],[2.1803,41.4472],[2.1802,41.4468],[2.1798,41.4461],[2.182,41.4465],[2.185,41.4467],[2.1877,41.4469],[2.1885,41.4492],[2.1887,41.4499],[2.189,41.4517],[2.1889,41.4534],[2.1904,41.4552]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-10-001,El Camp de l'Arpa del Clot,"{""coordinates"":[[[[2.1869,41.4117],[2.187,41.4152],[2.1834,41.4179],[2.1792,41.4149],[2.1755,41.412],[2.1763,41.4114],[2.1777,41.4103],[2.1799,41.4087],[2.1811,41.4077],[2.1833,41.406],[2.1857,41.4078],[2.1869,41.4087],[2.1869,41.4117]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-10-004,El Besòs,"{""coordinates"":[[[[2.2122,41.4223],[2.2107,41.4212],[2.2096,41.4204],[2.2082,41.4192],[2.2097,41.4183],[2.2073,41.4153],[2.214,41.4101],[2.2158,41.4105],[2.2191,41.4113],[2.2286,41.4042],[2.2385,41.4123],[2.2279,41.4126],[2.2213,41.4134],[2.2204,41.4142],[2.2193,41.4157],[2.2182,41.4172],[2.2177,41.417],[2.2152,41.4193],[2.2131,41.4212],[2.2122,41.4223]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-10-007,Provençals del Poblenou,"{""coordinates"":[[[[2.2082,41.4192],[2.2051,41.4169],[2.2025,41.415],[2.1971,41.411],[2.1949,41.4093],[2.1915,41.4068],[2.1926,41.4059],[2.1938,41.405],[2.204,41.4076],[2.2076,41.4085],[2.2099,41.4103],[2.211,41.4111],[2.2119,41.4118],[2.2117,41.4119],[2.2073,41.4153],[2.2097,41.4183],[2.2082,41.4192]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-10-009,Diagonal Mar i el Front Marítim del Poblenou,"{""coordinates"":[[[[2.226,41.4061],[2.2191,41.4113],[2.2158,41.4105],[2.214,41.4101],[2.2119,41.4118],[2.2076,41.4085],[2.204,41.4076],[2.2102,41.4027],[2.2071,41.4003],[2.2074,41.4001],[2.2087,41.3991],[2.2108,41.3976],[2.2136,41.3961],[2.226,41.4061]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-01-004,El Raval,"{""coordinates"":[[[[2.1698,41.3855],[2.1687,41.3856],[2.1675,41.3857],[2.1647,41.386],[2.164,41.3853],[2.1636,41.3829],[2.1634,41.381],[2.1633,41.3803],[2.1631,41.3788],[2.1652,41.3771],[2.1676,41.3752],[2.1675,41.375],[2.1748,41.3747],[2.1754,41.3746],[2.1754,41.3738],[2.1761,41.3733],[2.1767,41.3723],[2.182,41.3697],[2.1833,41.3718],[2.1817,41.3724],[2.1796,41.3733],[2.1782,41.3738],[2.1774,41.3737],[2.1763,41.3742],[2.1766,41.3745],[2.177,41.375],[2.1772,41.3751],[2.1772,41.3752],[2.1778,41.3758],[2.1772,41.3764],[2.1764,41.3773],[2.1755,41.3786],[2.1751,41.3791],[2.1726,41.3819],[2.1718,41.3829],[2.1698,41.3855]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-02-005,La Sagrada Família,"{""coordinates"":[[[[2.1755,41.4121],[2.1743,41.4112],[2.173,41.4102],[2.1721,41.4095],[2.1708,41.4086],[2.1697,41.4077],[2.1686,41.4069],[2.1699,41.406],[2.1708,41.4053],[2.172,41.4044],[2.1698,41.4027],[2.1733,41.4],[2.1796,41.4016],[2.1865,41.4034],[2.1862,41.4039],[2.1833,41.406],[2.183,41.4063],[2.1762,41.4115],[2.1755,41.4121]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-03-003,La Bordeta,"{""coordinates"":[[[[2.1307,41.3694],[2.1315,41.3682],[2.132,41.367],[2.1322,41.3664],[2.1329,41.3656],[2.1317,41.3651],[2.1339,41.3634],[2.1395,41.3678],[2.1423,41.37],[2.1424,41.3712],[2.1425,41.3727],[2.1419,41.3725],[2.1415,41.3728],[2.1415,41.3738],[2.1411,41.3738],[2.1403,41.3738],[2.1404,41.3732],[2.1395,41.3729],[2.1379,41.3724],[2.1381,41.372],[2.1369,41.3716],[2.1352,41.3711],[2.1347,41.3711],[2.1345,41.3711],[2.1336,41.3712],[2.1322,41.3709],[2.1319,41.3716],[2.1301,41.37],[2.1307,41.3694]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-05-003,Sant Gervasi - La Bonanova,"{""coordinates"":[[[[2.1289,41.4175],[2.1289,41.4172],[2.1286,41.4169],[2.1284,41.4167],[2.128,41.4166],[2.1275,41.4166],[2.127,41.4167],[2.1269,41.4168],[2.1267,41.4167],[2.1266,41.4166],[2.1265,41.4163],[2.1264,41.416],[2.1262,41.4159],[2.1255,41.4156],[2.1252,41.415],[2.1252,41.4148],[2.1253,41.4145],[2.1256,41.414],[2.1255,41.414],[2.125,41.4139],[2.1246,41.4138],[2.1242,41.4136],[2.1237,41.4136],[2.1233,41.4138],[2.1232,41.414],[2.1232,41.4142],[2.1234,41.4149],[2.1233,41.4151],[2.1231,41.4154],[2.1229,41.4154],[2.1228,41.4155],[2.1226,41.4154],[2.1224,41.4152],[2.1222,41.4152],[2.1221,41.4153],[2.1221,41.4157],[2.1219,41.4159],[2.1219,41.4161],[2.1218,41.4162],[2.1217,41.4164],[2.1217,41.4164],[2.1217,41.4169],[2.1215,41.417],[2.1211,41.4164],[2.1209,41.416],[2.1207,41.416],[2.12,41.4162],[2.1199,41.4162],[2.1199,41.4157],[2.1201,41.4153],[2.1201,41.4152],[2.12,41.4151],[2.1195,41.4151],[2.1188,41.4151],[2.1186,41.4149],[2.1187,41.4147],[2.1191,41.4138],[2.1194,41.4133],[2.1195,41.413],[2.1194,41.4128],[2.1194,41.4125],[2.1196,41.4124],[2.1204,41.4113],[2.1211,41.4104],[2.1215,41.4096],[2.1224,41.4075],[2.1218,41.407],[2.1224,41.4064],[2.1227,41.4059],[2.1228,41.4054],[2.1229,41.405],[2.1233,41.4044],[2.1241,41.4035],[2.1244,41.4032],[2.1247,41.4028],[2.1248,41.4024],[2.1247,41.4021],[2.1245,41.4017],[2.1259,41.4025],[2.1266,41.4029],[2.1281,41.4036],[2.13,41.4047],[2.1303,41.4044],[2.1314,41.4029],[2.1316,41.4026],[2.1319,41.4023],[2.1322,41.4019],[2.1332,41.4006],[2.1338,41.3997],[2.1341,41.3994],[2.1351,41.4002],[2.1355,41.4006],[2.1368,41.4017],[2.1379,41.4029],[2.1386,41.4033],[2.1395,41.4039],[2.1408,41.4044],[2.1408,41.4044],[2.1398,41.405],[2.1394,41.4054],[2.138,41.4081],[2.1369,41.4101],[2.1377,41.4104],[2.1381,41.4108],[2.1383,41.4113],[2.1382,41.4117],[2.138,41.4126],[2.1376,41.4142],[2.1372,41.4145],[2.1362,41.4152],[2.1362,41.4157],[2.1361,41.4161],[2.1342,41.4178],[2.1327,41.4183],[2.1322,41.4186],[2.1316,41.4183],[2.1312,41.4182],[2.1306,41.4183],[2.1304,41.4189],[2.1305,41.4194],[2.1305,41.4196],[2.1306,41.4198],[2.1305,41.4202],[2.1304,41.42],[2.13,41.4201],[2.1299,41.42],[2.1298,41.4198],[2.1297,41.4196],[2.1294,41.4195],[2.1291,41.4196],[2.1288,41.4199],[2.1288,41.4198],[2.1286,41.4198],[2.1284,41.4197],[2.1281,41.4197],[2.1275,41.4194],[2.1275,41.4193],[2.1278,41.4191],[2.1281,41.4189],[2.1282,41.4188],[2.1282,41.4186],[2.128,41.4184],[2.1279,41.4183],[2.1285,41.4179],[2.1289,41.4175]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-05-002,Sarrià,"{""coordinates"":[[[[2.1229,41.4007],[2.1232,41.4009],[2.1245,41.4017],[2.1247,41.4021],[2.1248,41.4024],[2.1247,41.4028],[2.1244,41.4032],[2.1242,41.4034],[2.1233,41.4044],[2.1229,41.405],[2.1228,41.4054],[2.1227,41.4059],[2.1224,41.4064],[2.1218,41.407],[2.1224,41.4075],[2.1215,41.4096],[2.1211,41.4104],[2.1195,41.4124],[2.1193,41.4125],[2.1187,41.4127],[2.1186,41.4129],[2.1186,41.4132],[2.1185,41.4135],[2.1184,41.4136],[2.1177,41.4137],[2.1172,41.4136],[2.1167,41.4136],[2.1164,41.4137],[2.116,41.4142],[2.1158,41.4142],[2.1156,41.4141],[2.1154,41.4134],[2.1153,41.4132],[2.1152,41.4131],[2.1146,41.413],[2.1144,41.4129],[2.1143,41.4124],[2.1142,41.4123],[2.1142,41.4122],[2.1139,41.4122],[2.1137,41.4122],[2.1135,41.4124],[2.1132,41.4126],[2.113,41.4128],[2.1129,41.4128],[2.1127,41.4127],[2.1125,41.4126],[2.1123,41.4123],[2.1119,41.4124],[2.1114,41.4128],[2.1113,41.4129],[2.1112,41.4132],[2.1111,41.4135],[2.1111,41.4136],[2.1109,41.4136],[2.1109,41.4136],[2.1106,41.4134],[2.1105,41.4132],[2.1103,41.413],[2.1102,41.4126],[2.1099,41.4124],[2.1097,41.4124],[2.1095,41.4126],[2.1091,41.413],[2.1088,41.413],[2.1086,41.4129],[2.1084,41.4129],[2.1082,41.4128],[2.1083,41.4124],[2.1082,41.4121],[2.1083,41.4115],[2.108,41.4114],[2.1074,41.4114],[2.107,41.4115],[2.1067,41.4117],[2.1065,41.4118],[2.1064,41.4118],[2.1063,41.4116],[2.1063,41.4114],[2.1058,41.4113],[2.1058,41.4112],[2.1059,41.411],[2.1067,41.4105],[2.107,41.4101],[2.107,41.41],[2.1068,41.4099],[2.1055,41.4098],[2.1045,41.4098],[2.1042,41.4097],[2.1039,41.4094],[2.1034,41.4091],[2.1036,41.4085],[2.1035,41.4083],[2.1032,41.4079],[2.1034,41.4076],[2.1035,41.4074],[2.1038,41.4074],[2.1043,41.4073],[2.1045,41.4071],[2.1043,41.4064],[2.1043,41.4063],[2.1044,41.4061],[2.1046,41.4061],[2.1049,41.4061],[2.1051,41.4062],[2.1054,41.4064],[2.1056,41.4065],[2.1061,41.4065],[2.1063,41.4065],[2.1064,41.4066],[2.1065,41.4068],[2.1067,41.4069],[2.1068,41.407],[2.1069,41.407],[2.1071,41.4069],[2.1074,41.4066],[2.1076,41.4065],[2.1081,41.4067],[2.1084,41.4069],[2.1086,41.4071],[2.1089,41.407],[2.1091,41.4067],[2.1089,41.406],[2.1087,41.4058],[2.108,41.4054],[2.1079,41.4053],[2.1077,41.4048],[2.1074,41.4046],[2.1073,41.4045],[2.1075,41.4041],[2.1074,41.4035],[2.107,41.4033],[2.1066,41.4032],[2.1062,41.4032],[2.106,41.4032],[2.1058,41.4026],[2.1055,41.4023],[2.1051,41.4022],[2.105,41.4018],[2.1065,41.4004],[2.1079,41.3991],[2.1086,41.3985],[2.1088,41.398],[2.1091,41.3973],[2.1093,41.3969],[2.1098,41.3963],[2.1103,41.3958],[2.1109,41.3959],[2.1118,41.3966],[2.1124,41.3969],[2.1129,41.3972],[2.1132,41.3973],[2.1148,41.3964],[2.1154,41.396],[2.1157,41.3958],[2.1174,41.3954],[2.1179,41.3951],[2.1183,41.3945],[2.1185,41.3939],[2.1184,41.3933],[2.1181,41.3927],[2.1176,41.3922],[2.1178,41.3921],[2.1181,41.3919],[2.1194,41.3916],[2.1199,41.3914],[2.1204,41.391],[2.1207,41.3905],[2.1208,41.3901],[2.1222,41.3906],[2.1234,41.3909],[2.1243,41.3912],[2.1294,41.3924],[2.13,41.3926],[2.126,41.3956],[2.1257,41.3959],[2.1259,41.3962],[2.1261,41.3965],[2.1282,41.3978],[2.1269,41.3978],[2.1261,41.3981],[2.1244,41.3994],[2.1234,41.4003],[2.1229,41.4007]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-05-004,Les Tres Torres,"{""coordinates"":[[[[2.1284,41.4038],[2.1245,41.4017],[2.1232,41.4009],[2.1229,41.4007],[2.1238,41.3999],[2.1244,41.3994],[2.1261,41.3981],[2.1269,41.3979],[2.1282,41.3978],[2.1278,41.3975],[2.1261,41.3965],[2.1259,41.3962],[2.1257,41.3959],[2.126,41.3956],[2.1278,41.3943],[2.13,41.3926],[2.1313,41.3924],[2.1325,41.3922],[2.1356,41.3917],[2.1364,41.3916],[2.136,41.392],[2.1357,41.3924],[2.1351,41.3939],[2.1347,41.3948],[2.1342,41.3957],[2.1336,41.3963],[2.1328,41.3971],[2.1327,41.3975],[2.1328,41.3979],[2.1332,41.3983],[2.1341,41.3993],[2.1339,41.3996],[2.1335,41.4001],[2.1303,41.4044],[2.13,41.4047],[2.1284,41.4038]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-03-006,La Font de la Guatlla,"{""coordinates"":[[[[2.1473,41.3737],[2.1423,41.37],[2.1395,41.3678],[2.1402,41.3673],[2.1396,41.3659],[2.1397,41.3658],[2.1411,41.3659],[2.1413,41.366],[2.1415,41.3659],[2.1417,41.3657],[2.1429,41.3668],[2.1433,41.3671],[2.1433,41.3673],[2.1434,41.3675],[2.1436,41.3677],[2.1443,41.368],[2.1449,41.3683],[2.1453,41.3685],[2.1455,41.369],[2.146,41.3693],[2.1467,41.3695],[2.1474,41.3696],[2.1482,41.3695],[2.1486,41.3695],[2.149,41.3696],[2.1493,41.3699],[2.1494,41.3705],[2.1495,41.3709],[2.1498,41.371],[2.1504,41.3713],[2.1484,41.3728],[2.1473,41.3737]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-06-001,El Camp d'En Grassot i Gràcia Nova,"{""coordinates"":[[[[2.1635,41.4049],[2.1616,41.4037],[2.1636,41.4022],[2.1652,41.401],[2.1664,41.4019],[2.1675,41.401],[2.172,41.4044],[2.1686,41.4069],[2.1657,41.4092],[2.1642,41.4103],[2.1639,41.4106],[2.1633,41.4112],[2.1622,41.4125],[2.1621,41.4126],[2.1606,41.4118],[2.16,41.4116],[2.1587,41.4109],[2.1582,41.4106],[2.1585,41.4103],[2.1593,41.4095],[2.1597,41.409],[2.1614,41.4072],[2.1635,41.4049]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-06-002,Vila de Gràcia,"{""coordinates"":[[[[2.1493,41.4067],[2.1499,41.4062],[2.15,41.4059],[2.15,41.4056],[2.15,41.4054],[2.1504,41.4045],[2.1503,41.4041],[2.1501,41.4039],[2.1499,41.4032],[2.1507,41.4022],[2.1511,41.4016],[2.1513,41.4005],[2.1513,41.4005],[2.1515,41.4003],[2.1533,41.3985],[2.1541,41.3977],[2.155,41.3968],[2.1556,41.3956],[2.1592,41.3965],[2.1596,41.3967],[2.1634,41.3996],[2.1652,41.401],[2.1616,41.4037],[2.1635,41.4049],[2.1626,41.406],[2.1616,41.407],[2.1609,41.4077],[2.16,41.4087],[2.1596,41.4092],[2.1591,41.4097],[2.1582,41.4106],[2.156,41.4095],[2.1542,41.4086],[2.1538,41.4091],[2.1527,41.4086],[2.1511,41.408],[2.1508,41.4079],[2.1505,41.4077],[2.1493,41.4067]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-03-009,Zona Franca - Port,"{""coordinates"":[[[[2.1753,41.3673],[2.1761,41.3727],[2.1735,41.3699],[2.1735,41.369],[2.1736,41.3682],[2.1719,41.366],[2.1713,41.365],[2.1693,41.3623],[2.1684,41.3615],[2.1663,41.36],[2.1643,41.3588],[2.1626,41.3576],[2.1616,41.3567],[2.159,41.3543],[2.1585,41.3537],[2.1566,41.3525],[2.1549,41.3521],[2.1532,41.3516],[2.1509,41.351],[2.1418,41.3475],[2.139,41.3468],[2.1376,41.3463],[2.1322,41.3447],[2.1158,41.3395],[2.1079,41.3369],[2.1026,41.3351],[2.1125,41.3257],[2.1187,41.3228],[2.1421,41.3207],[2.1489,41.3209],[2.1521,41.3219],[2.1535,41.321],[2.1615,41.3321],[2.1681,41.3478],[2.1708,41.352],[2.1803,41.3657],[2.1753,41.3673]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-08-005,Verdun,"{""coordinates"":[[[[2.1717,41.4435],[2.1727,41.442],[2.1728,41.4414],[2.173,41.4411],[2.1733,41.4407],[2.1739,41.4402],[2.1751,41.439],[2.1762,41.4401],[2.1771,41.4412],[2.1779,41.4421],[2.1783,41.4429],[2.1784,41.4433],[2.1792,41.4451],[2.1795,41.4457],[2.1798,41.4461],[2.1776,41.4456],[2.1767,41.4454],[2.1717,41.4435]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-08-006,La Prosperitat,"{""coordinates"":[[[[2.185,41.4467],[2.182,41.4465],[2.1798,41.4461],[2.1795,41.4457],[2.1783,41.4429],[2.1779,41.4421],[2.1771,41.4411],[2.1752,41.439],[2.1746,41.4384],[2.1761,41.4386],[2.1791,41.4389],[2.1812,41.4392],[2.184,41.4395],[2.1853,41.4397],[2.1862,41.4425],[2.1863,41.4428],[2.1866,41.4437],[2.187,41.4451],[2.1874,41.446],[2.1877,41.4469],[2.185,41.4467]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-03-004,Hostafrancs,"{""coordinates"":[[[[2.143,41.3803],[2.1424,41.3799],[2.1421,41.3796],[2.1418,41.3791],[2.1419,41.3784],[2.1418,41.3772],[2.1418,41.3765],[2.1405,41.3765],[2.1405,41.3753],[2.1409,41.3753],[2.1409,41.375],[2.1411,41.3749],[2.141,41.3744],[2.141,41.3742],[2.1411,41.3738],[2.1415,41.3738],[2.1415,41.3731],[2.1415,41.3728],[2.1419,41.3725],[2.1425,41.3727],[2.1423,41.37],[2.1484,41.3745],[2.1495,41.3752],[2.1487,41.3758],[2.1447,41.379],[2.1443,41.3792],[2.143,41.3803]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-07-004,La Vall d'Hebron - La Clota,"{""coordinates"":[[[[2.1511,41.4373],[2.1507,41.4373],[2.1496,41.4368],[2.1487,41.4362],[2.148,41.4357],[2.1477,41.4355],[2.1468,41.4342],[2.1458,41.4322],[2.1447,41.43],[2.143,41.4264],[2.1422,41.4248],[2.1428,41.4247],[2.1435,41.4244],[2.1444,41.4244],[2.145,41.4244],[2.1459,41.4243],[2.1465,41.4242],[2.1475,41.4244],[2.1481,41.4248],[2.1489,41.4253],[2.1495,41.4257],[2.1501,41.4259],[2.1506,41.4261],[2.1514,41.4263],[2.1519,41.4265],[2.1523,41.4269],[2.153,41.4272],[2.1543,41.4278],[2.1549,41.4282],[2.156,41.4287],[2.1566,41.429],[2.157,41.4291],[2.1564,41.4298],[2.1558,41.4301],[2.1552,41.4307],[2.1546,41.4312],[2.154,41.4316],[2.1539,41.4317],[2.1536,41.4324],[2.1533,41.4327],[2.1527,41.4332],[2.1524,41.4334],[2.1524,41.4339],[2.1528,41.4342],[2.1532,41.4349],[2.1522,41.4351],[2.1512,41.436],[2.1529,41.4366],[2.1523,41.4372],[2.1518,41.4373],[2.1511,41.4373]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-09-002,Sant Andreu,"{""coordinates"":[[[[2.1883,41.447],[2.1877,41.4469],[2.1873,41.4457],[2.187,41.4451],[2.1865,41.4435],[2.1852,41.4393],[2.1842,41.4365],[2.1835,41.4342],[2.1832,41.4331],[2.1828,41.4322],[2.1827,41.4317],[2.1825,41.431],[2.1828,41.4304],[2.1841,41.4286],[2.1851,41.4286],[2.1877,41.4286],[2.188,41.4285],[2.1888,41.4281],[2.19,41.4278],[2.1904,41.4277],[2.1914,41.4277],[2.1923,41.4278],[2.1926,41.4279],[2.1934,41.4281],[2.1939,41.4279],[2.1942,41.4277],[2.1953,41.4272],[2.196,41.4268],[2.1964,41.4288],[2.1964,41.4297],[2.1964,41.4303],[2.1961,41.4316],[2.1955,41.4327],[2.1941,41.4344],[2.194,41.4348],[2.1938,41.4352],[2.1938,41.4365],[2.1941,41.4375],[2.1944,41.4384],[2.195,41.4399],[2.1956,41.4416],[2.1958,41.4426],[2.1964,41.4445],[2.1974,41.4477],[2.196,41.4474],[2.1949,41.4476],[2.1941,41.4475],[2.1925,41.4469],[2.1905,41.4469],[2.1883,41.447]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-10-002,El Clot,"{""coordinates"":[[[[2.1869,41.4087],[2.1855,41.4076],[2.1833,41.406],[2.1862,41.4039],[2.1866,41.4031],[2.1885,41.4045],[2.1915,41.4068],[2.1971,41.411],[2.1924,41.4145],[2.1911,41.4155],[2.1911,41.4155],[2.1911,41.4154],[2.1911,41.4152],[2.189,41.4137],[2.187,41.4152],[2.1869,41.4087]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-08-001,Ciutat Meridiana - Torre Baró - Vallbona,"{""coordinates"":[[[[2.1871,41.4675],[2.1852,41.4676],[2.1829,41.4677],[2.1787,41.468],[2.1804,41.4646],[2.1746,41.4635],[2.1745,41.4634],[2.173,41.4626],[2.1684,41.46],[2.1659,41.4585],[2.1654,41.4558],[2.1649,41.4531],[2.1643,41.4499],[2.168,41.4476],[2.168,41.448],[2.1676,41.4492],[2.1686,41.4496],[2.1693,41.4488],[2.1697,41.4487],[2.1702,41.4487],[2.1709,41.4492],[2.171,41.4492],[2.1715,41.4495],[2.1717,41.4495],[2.1723,41.4493],[2.1725,41.4493],[2.1733,41.4497],[2.1736,41.4499],[2.1746,41.4505],[2.1758,41.4504],[2.1762,41.4506],[2.1766,41.4511],[2.1769,41.4514],[2.1783,41.4513],[2.1791,41.4519],[2.1794,41.4532],[2.18,41.4536],[2.1808,41.453],[2.1813,41.4527],[2.1818,41.4529],[2.1826,41.4535],[2.1833,41.4537],[2.1845,41.4545],[2.1887,41.4561],[2.1904,41.4552],[2.1905,41.4552],[2.1912,41.4555],[2.192,41.4559],[2.1924,41.4564],[2.1885,41.4597],[2.1871,41.4675]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-05-005,Sant Gervasi - Galvany,"{""coordinates"":[[[[2.1418,41.4041],[2.1414,41.4042],[2.1408,41.4044],[2.1404,41.4042],[2.1395,41.4039],[2.1386,41.4033],[2.1379,41.4029],[2.1368,41.4017],[2.1355,41.4007],[2.1341,41.3993],[2.1328,41.3979],[2.1327,41.3975],[2.1328,41.3971],[2.1337,41.3963],[2.1342,41.3957],[2.1347,41.3949],[2.1352,41.3937],[2.1357,41.3924],[2.136,41.3919],[2.1364,41.3916],[2.1379,41.3914],[2.1439,41.3929],[2.1445,41.3928],[2.1448,41.3929],[2.1461,41.3932],[2.1473,41.3935],[2.1503,41.3943],[2.1533,41.395],[2.1556,41.3956],[2.155,41.3968],[2.1533,41.3985],[2.152,41.3998],[2.1515,41.4003],[2.1513,41.4005],[2.1501,41.4009],[2.1489,41.4012],[2.1476,41.4011],[2.1473,41.4014],[2.1462,41.4019],[2.145,41.4026],[2.1439,41.403],[2.1428,41.4034],[2.1422,41.4039],[2.1418,41.4041]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-10-003,La Verneda i la Pau,"{""coordinates"":[[[[2.2073,41.4277],[2.2036,41.4293],[2.2016,41.43],[2.2009,41.4303],[2.1996,41.4303],[2.1985,41.4299],[2.1978,41.4295],[2.1973,41.429],[2.197,41.4282],[2.1968,41.4279],[2.1963,41.4267],[2.196,41.4261],[2.1957,41.4248],[2.1955,41.4238],[2.1952,41.4225],[2.196,41.4223],[2.198,41.4219],[2.1986,41.4218],[2.1996,41.4211],[2.2016,41.4196],[2.2035,41.4181],[2.2051,41.4169],[2.2081,41.4192],[2.2109,41.4214],[2.2122,41.4223],[2.2116,41.4229],[2.21,41.4247],[2.2062,41.4257],[2.2066,41.4264],[2.2073,41.4277]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-01-001,La Barceloneta,"{""coordinates"":[[[[2.2049,41.3788],[2.202,41.3809],[2.1986,41.3831],[2.1996,41.3848],[2.1984,41.3858],[2.1959,41.3877],[2.1949,41.387],[2.1938,41.3861],[2.1924,41.3853],[2.1916,41.3847],[2.1908,41.3844],[2.1885,41.3833],[2.1857,41.382],[2.1845,41.3814],[2.1835,41.381],[2.1843,41.379],[2.1854,41.3765],[2.1847,41.3751],[2.1833,41.3718],[2.1815,41.3645],[2.1715,41.3499],[2.1714,41.3398],[2.1738,41.3395],[2.1757,41.3506],[2.1857,41.3574],[2.1883,41.363],[2.1921,41.3697],[2.2031,41.3766],[2.2049,41.3788]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-01-002,Sant Pere - Santa Caterina i la Ribera,"{""coordinates"":[[[[2.1856,41.382],[2.1885,41.3833],[2.1915,41.3848],[2.1924,41.3853],[2.1938,41.3862],[2.1915,41.388],[2.1903,41.3888],[2.1891,41.3896],[2.1887,41.3899],[2.1865,41.3912],[2.1846,41.3898],[2.1824,41.3914],[2.1814,41.3922],[2.1803,41.3914],[2.1799,41.3911],[2.1797,41.391],[2.178,41.3903],[2.1774,41.3901],[2.1759,41.3889],[2.1734,41.389],[2.1728,41.3885],[2.1732,41.3882],[2.1735,41.3879],[2.1739,41.3876],[2.175,41.3868],[2.1769,41.3854],[2.178,41.3845],[2.1808,41.3824],[2.1822,41.3814],[2.1825,41.3812],[2.1828,41.381],[2.1835,41.381],[2.1846,41.3814],[2.1856,41.382]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-09-007,La Sagrera,"{""coordinates"":[[[[2.19,41.4278],[2.1888,41.4281],[2.188,41.4285],[2.1877,41.4286],[2.1859,41.4286],[2.1841,41.4286],[2.1848,41.4276],[2.1843,41.4276],[2.1842,41.4257],[2.1842,41.4247],[2.184,41.4235],[2.1839,41.4227],[2.1882,41.4194],[2.1903,41.4179],[2.1915,41.417],[2.1911,41.4155],[2.1924,41.4145],[2.1936,41.4154],[2.1933,41.4162],[2.1933,41.4167],[2.1937,41.4179],[2.1952,41.4225],[2.1955,41.4238],[2.1957,41.4248],[2.196,41.4261],[2.1963,41.4267],[2.196,41.4268],[2.1952,41.4272],[2.1943,41.4277],[2.1939,41.4279],[2.1934,41.4281],[2.1926,41.4279],[2.1923,41.4278],[2.1914,41.4277],[2.1904,41.4277],[2.19,41.4278]]]],""type"":""MultiPolygon""}",8,Barcelona
0-EU-ES-08-13-001-019-08-004,La Guineueta,"{""coordinates"":[[[[2.1615,41.44],[2.1618,41.4393],[2.1621,41.4389],[2.1629,41.4383],[2.1637,41.4378],[2.1633,41.4374],[2.1636,41.4372],[2.1634,41.4368],[2.1647,41.4364],[2.1656,41.4363],[2.1666,41.4361],[2.1678,41.4358],[2.1682,41.4357],[2.1689,41.4351],[2.1698,41.4348],[2.1701,41.4348],[2.1707,41.4348],[2.1714,41.4349],[2.1717,41.4351],[2.1721,41.4353],[2.1723,41.4357],[2.1728,41.4364],[2.1738,41.4373],[2.1746,41.4383],[2.1751,41.439],[2.1741,41.44],[2.1739,41.4402],[2.1733,41.4407],[2.173,41.4411],[2.1728,41.4414],[2.1727,41.442],[2.1722,41.4428],[2.1717,41.4435],[2.1713,41.4433],[2.1681,41.4421],[2.1657,41.4413],[2.1641,41.4406],[2.1627,41.4402],[2.1615,41.44]]]],""type"":""MultiPolygon""}",8,Barcelona
